cutoff_date,codneg,nomres,especi,codemi,doc_env,per_fim,shares_outstanding,net_debt,ebit,roic,market_cap,enterprise_value,earnings_yield,rank_final
2014-04-10,SEER3,SER EDUCA,ON      NM,SEER,2014-03-26 23:05:25,2013-12-31,125213244.0,-193735000.0,137378000.0,0.5332355190175095,1926688703.3920627,2120423703.3920627,0.06478799486170385,30.0
2015-04-10,PTBL3,PORTOBELLO,ON      NM,PTBL,2015-03-23 18:59:34,2014-12-31,158488000.0,354985000.0,157757000.0,0.2663621858458629,406118063.18145907,51133063.18145907,3.0852249050708727,1.0
2015-04-10,LREN3,LOJAS RENNER,ON      NM,LREN,2015-02-12 20:02:53,2014-12-31,127395000.0,1120666000.0,802050000.0,0.2695120254683067,1612275616.403132,491609616.40313196,1.6314774431554229,2.0
2015-04-10,NATU3,NATURA,ON      NM,NATU,2015-02-11 19:21:06,2014-12-31,431239000.0,2285224000.0,1364672000.0,0.3974113421375036,5599030892.223628,3313806892.223628,0.41181397841932754,3.0
2015-04-10,RENT3,LOCALIZA,ON  EJ  NM,RENT,2015-03-24 09:03:18,2014-12-31,211793000.0,1322277000.0,726637000.0,0.2440196240086158,2256786614.46247,934509614.46247,0.7775596834474107,4.0
2015-04-10,ECOR3,ECORODOVIAS,ON      NM,ECOR,2015-03-17 19:39:00,2014-12-31,558699000.0,3525833000.0,1109418000.0,0.2089291959218978,4171745511.16191,645912511.16191,1.7175979421799799,5.0
2015-04-10,CVCB3,CVC BRASIL,ON      NM,CVCB,2015-02-09 20:27:56,2014-12-31,131465335.0,-50499000.0,324084000.0,0.7936874122945581,1690826044.8896158,1741325044.8896158,0.18611344329486973,6.0
2015-04-10,ETER3,ETERNIT,ON      NM,ETER,2015-03-12 08:31:33,2014-12-31,179000000.0,79534000.0,127796000.0,0.2150209811859165,487969647.9324722,408435647.9324722,0.31289139585859277,7.0
2015-04-10,HGTX3,CIA HERING,ON      NM,HGTX,2015-02-26 18:09:37,2014-12-31,164611000.0,-158614000.0,357266000.0,0.3894064392787502,2051889425.9450805,2210503425.9450808,0.1616220069178378,8.0
2015-04-10,TGMA3,TEGMA,ON      NM,TGMA,2015-03-26 18:29:15,2014-12-31,66002915.0,281498000.0,134646000.0,0.2091848307362468,809767802.0608389,528269802.06083894,0.25488112224990156,9.0
2015-04-10,WEGE3,WEG,ON  EB  NM,WEGE,2015-02-25 07:38:22,2014-12-31,807176538.0,-101027000.0,1094352000.0,0.2172093566081462,4453884890.64,4554911890.64,0.24025755629846773,10.0
2015-04-10,TOTS3,TOTVS,ON      NM,TOTS,2015-01-28 19:19:12,2014-12-31,163467071.0,-137726000.0,347076000.0,0.354037799285143,1799564490.8021486,1937290490.8021486,0.17915537274757942,11.0
2015-04-10,JBSS3,JBS,ON      NM,JBSS,2016-08-05 18:06:43,2014-12-31,2943644008.0,25168713000.0,7829443000.0,0.1533929395788854,39341023221.08666,14172310221.086662,0.5524464874012388,12.0
2015-04-10,SEER3,SER EDUCA,ON  ED  NM,SEER,2015-04-01 11:32:12,2014-12-31,125213244.0,-28729000.0,229349000.0,0.3835761460923898,1406184773.658188,1434913773.658188,0.15983469126182728,13.0
2015-04-10,ANIM3,ANIMA,ON  ED  NM,ANIM,2015-02-26 18:39:42,2014-12-31,82865891.0,-6842000.0,121562000.0,0.2062260373901537,473926698.7720068,480768698.7720068,0.2528492397913948,14.0
2015-04-10,BRML3,BR MALLS PAR,ON      NM,BRML,2015-03-11 19:26:38,2014-12-31,460601000.0,4447524000.0,1706567000.0,0.1196713539203925,5285416706.496166,837892706.4961662,2.036736907684025,15.0
2015-04-10,CCRO3,CCR SA,ON      NM,CCRO,2015-04-02 19:03:18,2014-12-31,1765587200.0,8862114000.0,2863150000.0,0.2284611628790088,22010441204.83292,13148327204.83292,0.21775773871429016,16.0
2015-04-10,GRND3,GRENDENE,ON  ED  NM,GRND,2015-02-12 17:47:55,2014-12-31,300720000.0,-489439000.0,389413000.0,0.2118107473776105,1167840111.5997508,1657279111.5997508,0.23497128351790092,17.0
2015-04-10,EZTC3,EZTEC,ON      NM,EZTC,2015-03-18 22:12:42,2014-12-31,146724120.0,272486000.0,436377000.0,0.162264459644628,1416774587.566314,1144288587.566314,0.38135222595210144,18.0
2015-04-10,MDIA3,M.DIASBRANCO,ON      NM,MDIA,2015-02-27 19:51:36,2014-12-31,113450000.0,184905000.0,667964000.0,0.1924664346956158,2933535454.8627934,2748630454.8627934,0.2430170264679482,19.0
2015-04-10,PCAR4,P.ACUCAR-CBD,PN      N1,PCAR,2015-02-12 19:44:08,2014-12-31,265283000.0,-1421000000.0,4004000000.0,0.3065615190261083,25588342113.853195,27009342113.853195,0.14824500290017553,20.0
2015-04-10,DIRR3,DIRECIONAL,ON      NM,DIRR,2015-03-16 19:13:34,2014-12-31,153265983.0,283188000.0,243658000.0,0.1206993147634712,639419571.3347576,356231571.33475757,0.6839876631008371,21.0
2015-04-10,TEMP3,TEMPO PART,ON      NM,TEMP,2015-03-04 21:59:56,2014-12-31,160576164.0,-26960000.0,58516000.0,0.600139481457171,476911207.08000004,503871207.08000004,0.11613285136713392,22.0
2015-04-10,LEVE3,METAL LEVE,ON      NM,LEVE,2015-03-16 18:24:13,2014-12-31,128308500.0,303023000.0,278735000.0,0.1691042241626691,1566689060.022958,1263666060.022958,0.22057647096649569,23.0
2015-04-10,UGPA3,ULTRAPAR,ON      NM,UGPA,2015-02-25 19:52:30,2014-12-31,556405096.0,4106030000.0,2270108000.0,0.1918515967505097,14992302230.054995,10886272230.054995,0.2085294168680303,24.0
2015-04-10,MRVE3,MRV,ON      NM,MRVE,2015-03-05 20:29:56,2014-12-31,449139000.0,1284533000.0,703676000.0,0.1181169597534247,2788088693.580697,1503555693.580697,0.468007938119143,25.0
2015-04-10,ALSC3,ALIANSCE,ON      NM,ALSC,2015-03-26 19:21:58,2014-12-31,159060920.0,1026583000.0,418473000.0,0.1429284287104872,2658009188.8859916,1631426188.8859916,0.2565074674237953,26.0
2015-04-10,CYRE3,CYRELA REALT,ON      NM,CYRE,2015-03-19 19:24:18,2014-12-31,399743000.0,2602782000.0,960263000.0,0.1070452488995473,3801765973.9858203,1198983973.9858203,0.8008972770568128,27.0
2015-04-10,ODPV3,ODONTOPREV,ON  ED  NM,ODPV,2015-03-04 17:33:14,2014-12-31,531294792.0,-265708000.0,273455000.0,0.7223939345907963,4513199982.035095,4778907982.035095,0.05722123150895016,28.0
2015-04-10,ARZZ3,AREZZO CO,ON      NM,ARZZ,2015-03-03 08:00:23,2014-12-31,88682000.0,-100975000.0,148070000.0,0.3115177628450847,1863406207.8706112,1964381207.8706112,0.0753774264418401,29.0
2015-04-10,FRAS3,FRAS-LE,ON      N1,FRAS,2015-03-10 15:17:03,2014-12-31,124974000.0,148096000.0,66627000.0,0.1196040663264298,363751271.95793164,215655271.95793164,0.30895140839866453,30.0
2016-04-11,NATU3,NATURA,ON      NM,NATU,2016-02-17 21:07:01,2015-12-31,431239000.0,2752201000.0,1256769000.0,0.3281408617513253,5904721627.462139,3152520627.462139,0.39865528207875095,1.0
2016-04-11,TIET3,AES TIETE E,ON      N2,TIET,2016-02-24 00:02:23,2015-12-31,1906268000.0,644890000.0,1163518000.0,0.4368616136934004,3773129870.4631143,3128239870.4631143,0.3719401478722759,2.0
2016-04-11,RENT3,LOCALIZA,ON  EJ  NM,RENT,2016-03-03 21:55:38,2015-12-31,211793000.0,1634173000.0,735508000.0,0.2056933510452352,1921930616.6402843,287757616.6402843,2.555998373170545,3.0
2016-04-11,CVCB3,CVC BRASIL,ON      NM,CVCB,2016-02-19 10:27:38,2015-12-31,134330243.0,154356000.0,384451000.0,0.4713124752514089,2114383290.9171972,1960027290.9171972,0.19614573826678489,4.0
2016-04-11,AGRO3,BRASILAGRO,ON      NM,AGRO,2015-09-03 23:58:53,2015-06-30,58226600.0,-238799000.0,157933000.0,0.3076774717664088,457439826.17123604,696238826.171236,0.22683739266381744,5.0
2016-04-11,UGPA3,ULTRAPAR,ON      NM,UGPA,2016-02-17 21:13:47,2015-12-31,556405096.0,5395411000.0,2950646000.0,0.2206991414813075,16530607027.187475,11135196027.187475,0.2649837499758209,6.0
2016-04-11,SEER3,SER EDUCA,ON      NM,SEER,2016-03-19 13:17:37,2015-12-31,125213244.0,99590000.0,218098000.0,0.2545426535001978,1143127669.3187602,1043537669.3187602,0.2089986843909317,7.0
2016-04-11,FIBR3,FIBRIA,ON      NM,FIBR,2016-01-27 20:04:45,2015-12-31,553591112.0,10254317000.0,3524324000.0,0.1527689404042204,13725075533.26912,3470758533.2691193,1.0154333602344925,8.0
2016-04-11,CCRO3,CCR SA,ON      NM,CCRO,2016-02-25 20:03:34,2015-12-31,1765587200.0,11838687000.0,2729437000.0,0.1733746537111512,19461217923.54314,7622530923.54314,0.3580749002368481,9.0
2016-04-11,FESA4,FERBASA,PN      N1,FESA,2016-03-04 18:18:23,2015-12-31,88320000.0,-64991000.0,215687000.0,0.1691944072269271,506206674.26631844,571197674.2663184,0.37760482879598856,10.0
2016-04-11,ALSC3,ALIANSCE,ON      NM,ALSC,2016-03-28 22:24:33,2015-12-31,162735921.0,-136045000.0,443178000.0,0.2494964223184277,2241938825.3284345,2377983825.3284345,0.1863671212897298,11.0
2016-04-11,ETER3,ETERNIT,ON      NM,ETER,2016-03-28 20:20:49,2015-12-31,179000000.0,144949000.0,92143000.0,0.14284296931317,279616795.8704019,134667795.87040192,0.6842244606771034,12.0
2016-04-11,SCAR3,SAO CARLOS,ON      NM,SCAR,2016-03-09 19:56:26,2015-12-31,57737000.0,1444367000.0,340135000.0,0.1257131853685057,1540426621.6715367,96059621.67153668,3.5408738248319067,13.0
2016-04-11,GRND3,GRENDENE,ON      NM,GRND,2016-02-25 18:50:19,2015-12-31,300720000.0,-405332000.0,400732000.0,0.1812096075477022,1227509814.7588663,1632841814.7588663,0.24541997661860407,14.0
2016-04-11,VIGR3,VIGOR FOOD,ON      NM,VIGR,2016-03-15 20:24:39,2015-12-31,162768460.0,748897000.0,523312000.0,0.1903912299071459,3449063667.4,2700166667.4,0.19380729579329967,15.0
2016-04-11,TIMP3,TIM PART S/A,ON      NM,TIMP,2016-02-04 20:35:27,2015-12-31,2421032479.0,1226619000.0,3244217000.0,0.1786496258218007,16161997186.749334,14935378186.749334,0.21721693012623336,16.0
2016-04-11,LAME4,LOJAS AMERIC,PN  EB,LAME,2016-03-16 19:12:35,2015-12-31,1200491863.0,4912747000.0,1934742000.0,0.2462646785683737,18028638433.44979,13115891433.449791,0.14751128505575903,17.0
2016-04-11,LREN3,LOJAS RENNER,ON      NM,LREN,2016-02-04 20:35:50,2015-12-31,640041000.0,1165485000.0,933253000.0,0.2684553275374592,9141658646.168873,7976173646.168873,0.11700510061591518,18.0
2016-04-11,ODPV3,ODONTOPREV,ON      NM,ODPV,2016-03-09 18:56:33,2015-12-31,531294792.0,-334352000.0,308660000.0,0.9662564683711132,5366320457.04918,5700672457.04918,0.05414448950111592,19.0
2016-04-11,FRAS3,FRAS-LE,ON  ED  N1,FRAS,2016-03-22 07:31:56,2015-12-31,124974000.0,165255000.0,80868000.0,0.135115988424549,412251441.5523225,246996441.5523225,0.32740552654022476,20.0
2016-04-11,MDIA3,M.DIASBRANCO,ON      NM,MDIA,2016-02-26 18:02:39,2015-12-31,113000000.0,400202000.0,580685000.0,0.1410406283768833,2330140622.0545654,1929938622.0545654,0.3008826256773995,21.0
2016-04-11,MULT3,MULTIPLAN,ON      N2,MULT,2016-02-24 19:00:20,2015-12-31,189997214.0,1800752000.0,627562000.0,0.1048005954423676,3133515309.910414,1332763309.9104142,0.4708728063966463,22.0
2016-04-11,RADL3,RAIADROGASIL,ON      NM,RADL,2016-02-18 18:05:36,2015-12-31,330386000.0,30337000.0,500863000.0,0.186392942669423,3379111243.5042224,3348774243.5042224,0.14956606912859172,23.0
2016-04-11,EZTC3,EZTEC,ON      NM,EZTC,2016-03-29 20:20:48,2015-12-31,157058466.0,-165608000.0,391311000.0,0.1540627241681516,1439465793.5600479,1605073793.5600479,0.24379626754236242,24.0
2016-04-11,SHOW3,TIME FOR FUN,ON      NM,SHOW,2016-04-07 15:57:25,2015-12-31,67501000.0,-192197000.0,30403000.0,0.3805417177760533,393075724.8495301,585272724.8495301,0.05194672279972797,25.0
2016-04-11,ARZZ3,AREZZO CO,ON      NM,ARZZ,2016-03-02 08:00:19,2015-12-31,88735000.0,-102609000.0,141288000.0,0.2741880394957461,1748033229.4510984,1850642229.4510984,0.07634538850975324,26.0
2016-04-11,CTIP3,CETIP,ON      NM,CTIP,2016-03-09 18:54:41,2015-12-31,262978823.0,498018000.0,678683000.0,0.3093594635507807,11108225483.52,10610207483.52,0.06396510163011844,27.0
2016-04-11,HGTX3,CIA HERING,ON      NM,HGTX,2016-02-25 18:40:18,2015-12-31,163771000.0,-106785000.0,215699000.0,0.202120731386206,1845354268.0893092,1952139268.0893092,0.11049365356556717,28.0
2016-04-11,BRFS3,BRF SA,ON      NM,BRFS,2016-02-25 23:45:52,2015-12-31,872473246.0,9081682000.0,4228410000.0,0.1845054452845823,42180378026.62152,33098696026.62152,0.1277515584480748,29.0
2016-04-11,TUPY3,TUPY,ON      NM,TUPY,2016-03-03 18:50:05,2015-12-31,144178000.0,973624000.0,322221000.0,0.0952389819492216,1803836538.5535696,830212538.5535696,0.3881186865250032,30.0
2017-04-10,BRKM3,BRASKEM,ON      N1,BRKM,2017-08-15 22:19:29,2016-12-31,797257604.0,15438720000.0,5951247000.0,0.3468207860051295,18277199031.1247,2838479031.1246986,2.096632363580266,1.0
2017-04-10,NATU3,NATURA,ON      NM,NATU,2017-02-22 19:36:08,2016-12-31,431239000.0,2091242000.0,1082868000.0,0.3507120516824085,6334198893.207526,4242956893.207526,0.25521541398017594,2.0
2017-04-10,CCRO3,CCR SA,ON      NM,CCRO,2017-03-06 18:12:58,2016-12-31,1765587200.0,13365287000.0,4302444000.0,0.2457166785000561,25929050855.302464,12563763855.302464,0.34244865229492344,3.0
2017-04-10,RENT3,LOCALIZA,ON      NM,RENT,2017-02-05 12:48:32,2016-12-31,211793000.0,2093628000.0,771192000.0,0.1797391424731821,2649792091.768823,556164091.7688231,1.3866267373488685,4.0
2017-04-10,CVCB3,CVC BRASIL,ON      NM,CVCB,2017-02-15 23:41:50,2016-12-31,134330243.0,237503000.0,439365000.0,0.4602000992955047,3380788107.9495273,3143285107.9495273,0.13977892075040335,5.0
2017-04-10,ECOR3,ECORODOVIAS,ON  ED  NM,ECOR,2017-02-20 20:58:53,2016-12-31,558699000.0,4279008000.0,774472000.0,0.1596337669056622,4690976615.99386,411968615.99386024,1.8799296109768282,6.0
2017-04-10,POSI3,POSITIVO INF,ON      NM,POSI,2017-03-16 19:33:36,2016-12-31,87800000.0,199850000.0,121275000.0,0.1597626120577793,271002271.8765118,71152271.87651181,1.7044431161731364,7.0
2017-04-10,TIET4,AES TIETE E,PN      N2,TIET,2017-02-24 20:38:05,2016-12-31,1967385000.0,868953000.0,644376000.0,0.2633274650477391,4058888402.9724693,3189935402.9724693,0.2020028366090275,8.0
2017-04-10,UGPA3,ULTRAPAR,ON      NM,UGPA,2017-02-22 21:26:46,2016-12-31,556405096.0,5730385000.0,3113186000.0,0.2178737783473557,17064337176.035471,11333952176.035471,0.2746778839055388,9.0
2017-04-10,RADL3,RAIADROGASIL,ON      NM,RADL,2017-02-16 18:04:56,2016-12-31,330386000.0,137336000.0,705538000.0,0.2295708411601765,3880975336.691137,3743639336.691137,0.18846313347684787,10.0
2017-04-10,SEER3,SER EDUCA,ON      NM,SEER,2017-03-17 00:02:07,2016-12-31,125213244.0,-50795000.0,296995000.0,0.3301393389320868,2440885073.61809,2491680073.61809,0.11919467637301562,11.0
2017-04-10,GRND3,GRENDENE,ON      NM,GRND,2017-02-16 18:02:07,2016-12-31,300720000.0,-1183361000.0,399594000.0,0.2298222416747138,1746039922.3710165,2929400922.3710165,0.13640809523490358,12.0
2017-04-10,MDIA3,M.DIASBRANCO,ON      NM,MDIA,2017-03-06 18:17:01,2016-12-31,113000000.0,-216892000.0,800604000.0,0.1944764683677321,4539562959.5009365,4756454959.5009365,0.16831947465429214,13.0
2017-04-10,SHOW3,TIME FOR FUN,ON      NM,SHOW,2017-03-08 19:58:11,2016-12-31,67501000.0,-99651000.0,53285000.0,0.2835228451784887,410140909.2374746,509791909.2374746,0.10452303976283474,14.0
2017-04-10,VALE3,VALE,ON      N1,VALE,2017-02-23 06:06:01,2016-12-31,5244316000.0,81672867000.0,25072734000.0,0.116414532175627,106508964358.5912,24836097358.5912,1.009527931783813,15.0
2017-04-10,SCAR3,SAO CARLOS,ON      NM,SCAR,2017-03-08 21:10:35,2016-12-31,57737000.0,1398673000.0,298607000.0,0.1095766901422922,1679007364.8931873,280334364.8931873,1.0651815738458428,16.0
2017-04-10,ALPA4,ALPARGATAS,PN      N1,ALPA,2017-03-22 17:50:33,2016-12-31,470450000.0,90556000.0,472343000.0,0.2190520357741599,4367941860.849693,4277385860.8496933,0.11042796122820916,17.0
2017-04-10,FLRY3,FLEURY,ON      NM,FLRY,2017-03-09 23:03:39,2016-12-31,157115125.0,425211000.0,338855000.0,0.1728026819845216,2802960697.6120405,2377749697.6120405,0.14251079511872508,18.0
2017-04-10,SMLE3,SMILES,ON      NM,SMLE,2017-02-15 18:49:46,2016-12-31,123626952.0,-563401000.0,601047000.0,8.354140605454091,8007317681.04,8570718681.04,0.07012795803572763,19.0
2017-04-10,LREN3,LOJAS RENNER,ON      NM,LREN,2017-02-09 19:58:09,2016-12-31,643551000.0,981039000.0,975690000.0,0.2696889161611848,13023026317.682108,12041987317.682108,0.0810240016253235,20.0
2017-04-10,TOTS3,TOTVS,ON      NM,TOTS,2017-02-22 18:36:01,2016-12-31,165637727.0,437630000.0,212253000.0,0.127975347081118,1469317309.8865466,1031687309.8865466,0.20573384781028392,21.0
2017-04-10,MULT3,MULTIPLAN,ON      N2,MULT,2017-03-09 18:15:40,2016-12-31,189997214.0,2414921000.0,654242000.0,0.0952139782960411,3827026869.459597,1412105869.459597,0.46330945444648125,22.0
2017-04-10,POMO4,MARCOPOLO,PN      N2,POMO,2017-02-23 08:28:24,2016-12-31,925196009.0,859618000.0,303943000.0,0.111410542366855,2065730080.5346098,1206112080.5346098,0.2520022847837467,23.0
2017-04-10,WEGE3,WEG,ON      NM,WEGE,2017-02-22 07:44:51,2016-12-31,1614353076.0,-363624000.0,1063674000.0,0.1863737925794889,9816197594.955524,10179821594.955524,0.10448847163756676,24.0
2017-04-10,ODPV3,ODONTOPREV,ON  ED  NM,ODPV,2017-02-21 18:12:04,2016-12-31,531294792.0,-428377000.0,281739000.0,1.0460658221080303,4965671749.719348,5394048749.719348,0.05223145230466426,25.0
2017-04-10,ARZZ3,AREZZO CO,ON      NM,ARZZ,2017-03-08 11:18:35,2016-12-31,88836000.0,-136795000.0,151326000.0,0.2839648416975665,2513805238.9852834,2650600238.9852834,0.05709121948088687,26.0
2017-04-10,BRAP4,BRADESPAR,PN      N1,BRAP,2017-03-21 07:11:36,2016-12-31,349548000.0,-244002000.0,781880000.0,0.1019810977328418,4174031292.0539136,4418033292.053913,0.17697467364183428,27.0
2017-04-10,TGMA3,TEGMA,ON      NM,TGMA,2017-03-21 19:08:44,2016-12-31,66002915.0,98719000.0,56676000.0,0.1196211027530836,619210583.5583413,520491583.55834126,0.10888936880119073,28.0
2017-04-10,ANIM3,ANIMA,ON      NM,ANIM,2017-03-14 21:07:34,2016-12-31,80944571.0,196133000.0,56089000.0,0.067428846211643,348769598.0765824,152636598.07658237,0.3674675713871614,29.0
2017-04-10,FRAS3,FRAS-LE,ON      N1,FRAS,2017-03-23 06:59:36,2016-12-31,217566000.0,-274257000.0,83637000.0,0.1676814659622883,949876485.1264985,1224133485.1264985,0.06832343124030889,30.0
2018-04-10,BRKM3,BRASKEM,ON      N1,BRKM,2018-03-29 05:11:07,2017-12-31,797257604.0,17569797000.0,9359062000.0,0.4023646970072889,30887560782.914772,13317763782.914772,0.7027502629237686,1.0
2018-04-10,MGLU3,MAGAZ LUIZA,ON      NM,MGLU,2018-02-22 19:44:49,2017-12-31,190591464.0,-800762000.0,887694000.0,0.6972066775839116,557087051.8392287,1357849051.8392286,0.6537501343007193,2.0
2018-04-10,ECOR3,ECORODOVIAS,ON      NM,ECOR,2018-02-28 18:26:20,2017-12-31,558699000.0,4330403000.0,1211683000.0,0.2381933224335965,4632515943.21877,302112943.21877,4.0106954276453495,3.0
2018-04-10,BRAP4,BRADESPAR,PN      N1,BRAP,2018-03-21 07:07:20,2017-12-31,349548000.0,40193000.0,2609791000.0,0.295018279598214,7226514458.51032,7186321458.51032,0.363160904374711,4.0
2018-04-10,GUAR3,GUARARAPES,ON  EJ,GUAR,2018-02-26 23:40:06,2017-12-31,62400000.0,517362000.0,888624000.0,0.1956285702460635,962269105.0101485,444907105.0101485,1.9973248122880172,5.0
2018-04-10,NATU3,NATURA,ON      NM,NATU,2018-03-14 18:44:55,2017-12-31,431239000.0,5661464000.0,1358641000.0,0.1862118826075455,6634965651.4575205,973501651.4575205,1.3956226966496168,6.0
2018-04-10,PTBL3,PORTOBELLO,ON      NM,PTBL,2018-02-23 20:11:02,2017-12-31,158489000.0,419182000.0,149006000.0,0.2115835181656305,687973976.1864067,268791976.18640673,0.5543543453717704,7.0
2018-04-10,CCRO3,CCR SA,ON      NM,CCRO,2018-02-27 14:58:11,2017-12-31,2020000000.0,12070244000.0,3897029000.0,0.1895194067741425,20819668816.677307,8749424816.677307,0.4454040215960094,8.0
2018-04-10,SLCE3,SLC AGRICOLA,ON      NM,SLCE,2018-03-07 20:06:54,2017-12-31,98897500.0,839846000.0,593453000.0,0.1675629003581075,1370268824.785205,530422824.7852049,1.1188300583413227,9.0
2018-04-10,RADL3,RAIADROGASIL,ON      NM,RADL,2018-02-22 19:00:00,2017-12-31,330386000.0,346086000.0,792584000.0,0.220379050721571,4399760417.842879,4053674417.8428793,0.1955223627510187,10.0
2018-04-10,VULC3,VULCABRAS,ON      NM,VULC,2018-03-08 15:45:12,2017-12-31,245756000.0,-7444000.0,240693000.0,0.3097207799477307,2107543399.8713827,2114987399.8713827,0.11380351486473966,11.0
2018-04-10,FESA4,FERBASA,PN      N1,FESA,2018-03-05 18:35:51,2017-12-31,88320000.0,-447629000.0,246014000.0,0.2288653483160283,1288924842.217693,1736553842.217693,0.1416679368177977,12.0
2018-04-10,GRND3,GRENDENE,ON      NM,GRND,2018-02-22 19:36:18,2017-12-31,300720000.0,-1443969000.0,465590000.0,0.2625053562165941,2175074910.755421,3619043910.755421,0.12865000024352152,13.0
2018-04-10,LEVE3,METAL LEVE,ON      NM,LEVE,2018-03-19 17:52:26,2017-12-31,128308500.0,6912000.0,307478000.0,0.2265645493585001,2127035264.0804396,2120123264.0804396,0.14502836000592745,14.0
2018-04-10,UGPA3,ULTRAPAR,ON      NM,UGPA,2018-02-21 22:36:35,2017-12-31,556405096.0,7305092000.0,2887593000.0,0.1695997820735015,16609933312.031052,9304841312.031052,0.3103323209033534,15.0
2018-04-10,CRFB3,CARREFOUR BR,ON      NM,CRFB,2018-02-27 22:54:38,2017-12-31,1980958942.0,-2333000000.0,3104000000.0,0.2872212454890349,26248391195.51408,28581391195.51408,0.10860213132267615,16.0
2018-04-10,TIET3,AES TIETE E,ON      N2,TIET,2018-02-27 10:06:07,2017-12-31,1967286000.0,2385100000.0,630608000.0,0.1599395352022299,3747052768.510703,1361952768.510703,0.4630175249686306,17.0
2018-04-10,VALE3,VALE,ON      NM,VALE,2018-02-27 19:11:08,2017-12-31,5284475000.0,60074727000.0,34533678000.0,0.1658834508070259,174471393244.1643,114396666244.1643,0.3018766117387766,18.0
2018-04-10,ODPV3,ODONTOPREV,ON  ED  NM,ODPV,2018-02-28 18:09:07,2017-12-31,531294792.0,-436456000.0,575900000.0,1.174939253661612,6735660483.355341,7172116483.355341,0.08029707846163925,19.0
2018-04-10,SHOW3,TIME FOR FUN,ON      NM,SHOW,2018-04-11 18:17:00,2017-12-31,67501000.0,-179079000.0,68120000.0,0.4611864108431614,651293416.5957018,830372416.5957018,0.0820354802719402,20.0
2018-04-10,MOVI3,MOVIDA,ON  EJ  NM,MOVI,2018-03-21 15:47:37,2017-12-31,213491586.0,1077431000.0,252108000.0,0.1067227257160588,1446160916.343369,368729916.343369,0.6837199500927713,21.0
2018-04-10,SEER3,SER EDUCA,ON      NM,SEER,2018-03-23 00:06:17,2017-12-31,138812000.0,-596853000.0,256035000.0,0.2808827288415061,2155905590.9430103,2752758590.9430103,0.09301033546581006,22.0
2018-04-10,CVCB3,CVC BRASIL,ON      NM,CVCB,2018-02-08 09:46:42,2017-12-31,141700212.0,579274000.0,488972000.0,0.3558854376295071,7281561029.594985,6702287029.594985,0.072955992162208,23.0
2018-04-10,MYPK3,IOCHP-MAXION,ON      NM,MYPK,2018-02-20 23:18:28,2017-12-31,140328000.0,2299945000.0,496556000.0,0.1007121053859181,3154793343.0989,854848343.0988998,0.580870284195605,24.0
2018-04-10,SCAR3,SAO CARLOS,ON      NM,SCAR,2018-03-08 08:20:52,2017-12-31,57737000.0,1147624000.0,298901000.0,0.1170456966173162,2121810358.0200653,974186358.0200653,0.30682117188284785,25.0
2018-04-10,TGMA3,TEGMA,ON      NM,TGMA,2018-03-20 18:21:01,2017-12-31,66002915.0,74142000.0,108709000.0,0.2078772650435607,1266085100.2301805,1191943100.2301805,0.09120317906031489,26.0
2018-04-10,SMLS3,SMILES,ON  EJ  NM,SMLS,2018-02-27 21:50:17,2017-12-31,123856953.0,-667433000.0,301815000.0,1.4774140176027726,5912392901.162747,6579825901.162747,0.04586975469163478,27.0
2018-04-10,SMTO3,SAO MARTINHO,ON      NM,SMTO,2017-06-26 19:16:22,2017-03-31,364011329.0,2547493000.0,668883000.0,0.1124019524727125,5361924955.180472,2814431955.1804724,0.23766181263284747,28.0
2018-04-10,FLRY3,FLEURY,ON      NM,FLRY,2018-03-05 13:57:06,2017-12-31,315312192.0,383094000.0,476872000.0,0.2282096953420283,6980583829.154978,6597489829.154978,0.07228082382069832,29.0
